act_symbol,date,when
HD,2/25/25,Before market open
HD,5/20/25,Before market open
HDB,1/24/20,
HDB,1/31/20,
HDB,2/7/20,
HDB,2/14/20,
HDB,2/21/20,
HDB,2/28/20,
HDB,3/6/20,
HDB,3/13/20,
HDB,3/20/20,
HDB,3/27/20,
HDB,4/17/20,
HDB,7/17/20,
HDB,10/16/20,
HDB,1/15/21,
HDB,4/16/21,
HDB,7/16/21,
HDB,10/18/21,
HDB,1/21/22,
HDB,4/15/22,
HDB,7/15/22,
HDB,10/21/22,
HDB,1/20/23,
HDB,4/17/23,
HDB,7/21/23,
HDB,10/16/23,
HDB,1/12/24,
HDB,4/22/24,
HDB,7/22/24,
HDB,10/21/24,
HDB,1/21/25,
HDB,4/18/25,
HDL,8/27/24,Before market open
HDL,11/25/24,Before market open
HDL,3/25/25,Before market open
HDL,5/21/25,Before market open
HDS,3/17/20,Before market open
HDS,6/9/20,Before market open
HDS,9/9/20,Before market open
HDSN,3/4/20,
HDSN,5/6/20,After market close
HDSN,8/5/20,After market close
HDSN,11/5/20,After market close
HDSN,3/3/21,After market close
HDSN,5/5/21,After market close
HDSN,8/4/21,After market close
HDSN,11/3/21,After market close
HDSN,3/2/22,
HDSN,5/4/22,After market close
HDSN,8/3/22,After market close
HDSN,11/2/22,After market close
HDSN,3/8/23,After market close
HDSN,5/3/23,After market close
HDSN,8/2/23,After market close
HDSN,11/1/23,After market close
HDSN,3/6/24,After market close
HDSN,5/1/24,After market close
HDSN,8/6/24,After market close
HDSN,11/4/24,After market close
HDSN,3/6/25,After market close
HDSN,5/7/25,After market close
HE,2/13/20,Before market open
HE,8/6/20,After market close
HE,11/6/20,
HE,2/16/21,After market close
HE,5/7/21,Before market open
HE,8/9/21,After market close
HE,11/5/21,After market close
HE,2/14/22,After market close
HE,5/9/22,After market close
HE,8/8/22,After market close
HE,11/7/22,After market close
HE,2/14/23,After market close
HE,5/9/23,After market close
HE,8/7/23,After market close
HE,11/9/23,After market close
HE,2/13/24,After market close
HE,5/10/24,After market close
HE,8/9/24,After market close
HE,11/8/24,After market close
HE,2/21/25,After market close
HE,5/9/25,After market close
HEAR,3/10/20,After market close
HEAR,5/7/20,After market close
HEAR,8/6/20,Before market open
HEAR,11/5/20,After market close
HEAR,3/4/21,After market close
HEAR,5/5/21,After market close
HEAR,8/5/21,After market close
HEAR,11/4/21,After market close
HEAR,3/2/22,After market close
HEAR,5/4/22,After market close
HEAR,8/8/22,After market close
HEAR,11/3/22,After market close
HEAR,3/13/23,After market close
HEAR,5/4/23,After market close
HEAR,8/7/23,After market close
HEAR,11/7/23,After market close
HEAR,3/13/24,After market close
HEAR,5/7/24,After market close
HEAR,8/5/24,
HEAR,11/7/24,After market close
HEES,2/20/20,Before market open
HEES,5/8/20,Before market open
HEES,8/4/20,Before market open
HEES,10/28/20,Before market open
HEES,2/17/21,Before market open
HEES,4/27/21,Before market open
HEES,8/3/21,Before market open
HEES,11/2/21,Before market open
HEES,2/24/22,Before market open
HEES,4/27/22,Before market open
HEES,7/28/22,Before market open
HEES,10/27/22,Before market open
HEES,2/22/23,Before market open
HEES,4/26/23,
HEES,7/27/23,
HEES,10/26/23,Before market open
HEES,2/22/24,Before market open
HEES,4/30/24,Before market open
HEES,7/30/24,Before market open
HEES,10/29/24,Before market open
HEES,4/29/25,
HEI,2/25/20,After market close
HEI,5/26/20,After market close
HEI,8/25/20,After market close
HEI,12/21/20,After market close
HEI,2/23/21,After market close
HEI,5/25/21,After market close
HEI,8/24/21,After market close
HEI,12/15/21,After market close
HEI,2/23/22,After market close
HEI,5/23/22,After market close
HEI,8/29/22,After market close
HEI,12/19/22,After market close
HEI,2/27/23,After market close
HEI,5/22/23,After market close
HEI,8/28/23,After market close
HEI,12/18/23,After market close
HEI,2/26/24,After market close
HEI,5/28/24,After market close
HEI,8/27/24,Before market open
HEI,12/17/24,After market close
HEI,2/26/25,After market close
HEI,5/27/25,After market close
HEI.A,12/19/22,After market close
HEI.A,2/27/23,After market close
HEI.A,5/22/23,After market close
HEI.A,8/28/23,After market close
HEI.A,12/18/23,After market close
HEI.A,2/26/24,After market close
HEI.A,5/28/24,After market close
HEI.A,8/27/24,Before market open
HEI.A,12/17/24,After market close
HEI.A,2/26/25,After market close
HEI.A,5/27/25,After market close
HELE,4/28/20,After market close
HELE,7/9/20,Before market open
HELE,10/8/20,Before market open
HELE,1/7/21,Before market open
HELE,4/28/21,Before market open
HELE,7/8/21,Before market open
HELE,10/7/21,Before market open
HELE,1/6/22,Before market open
HELE,4/27/22,Before market open
HELE,7/7/22,Before market open
HELE,10/5/22,Before market open
HELE,1/5/23,Before market open
HELE,4/26/23,After market close
HELE,7/10/23,Before market open
HELE,10/4/23,Before market open
HELE,1/8/24,Before market open
HELE,4/24/24,Before market open
HELE,7/9/24,Before market open
HELE,10/9/24,Before market open
HELE,1/8/25,Before market open
HELE,4/24/25,Before market open
HEP,2/19/20,Before market open
HEP,5/6/20,Before market open
HEP,8/5/20,Before market open
HEP,11/4/20,Before market open
HEP,2/23/21,Before market open
HEP,5/4/21,Before market open
HEP,8/3/21,Before market open
HEP,11/2/21,Before market open
HEP,2/22/22,Before market open
HEP,5/9/22,Before market open
HEP,8/8/22,Before market open
HEP,11/7/22,Before market open
HEP,2/24/23,Before market open
HEP,5/4/23,Before market open
HEP,8/3/23,Before market open
HEP,11/2/23,Before market open
HEPA,3/26/20,
HEPA,6/24/20,
HEPA,8/12/20,
HEPA,11/12/20,
HEPA,5/13/21,
HEPA,9/29/21,
HEPA,12/27/21,
HEPA,1/3/22,
HEPA,6/26/23,
HEPA,9/25/23,
HEPA,11/20/23,
HEPA,3/25/24,
HEPA,5/10/24,
HEPA,8/12/24,
HEPA,5/20/25,
HEPS,8/26/21,Before market open
HEPS,11/25/21,
HEPS,3/24/22,Before market open
HEPS,6/1/22,Before market open
HEPS,9/28/22,Before market open
HEPS,12/6/22,Before market open
HEPS,3/22/23,Before market open
HEPS,5/25/23,Before market open
HEPS,8/24/23,Before market open
HEPS,12/5/23,Before market open
HEPS,3/25/24,Before market open
HEPS,6/13/24,Before market open
HEPS,9/11/24,Before market open
HEPS,12/10/24,Before market open
HEPS,3/31/25,
HEPS,4/30/25,Before market open
HES,1/29/20,Before market open
HES,5/7/20,Before market open
HES,7/29/20,Before market open
HES,10/28/20,Before market open
HES,1/27/21,Before market open
HES,4/28/21,Before market open
HES,7/28/21,Before market open
HES,10/27/21,Before market open
HES,4/27/22,Before market open
HES,7/27/22,Before market open
HES,10/26/22,Before market open
HES,1/25/23,Before market open
HES,4/26/23,Before market open
HES,7/26/23,Before market open
HES,10/25/23,Before market open
HES,1/31/24,Before market open
HES,4/25/24,Before market open
HES,7/31/24,Before market open
HES,10/30/24,Before market open
HES,1/29/25,Before market open
HES,4/30/25,Before market open
HESM,1/29/20,Before market open
HESM,7/29/20,Before market open
HESM,10/28/20,Before market open
HESM,1/27/21,Before market open
HESM,4/28/21,Before market open
HESM,7/28/21,Before market open
HESM,10/27/21,Before market open
HESM,4/27/22,Before market open
HESM,7/27/22,Before market open
HESM,10/26/22,Before market open
HESM,1/25/23,Before market open
HESM,4/26/23,Before market open
HESM,7/26/23,Before market open
HESM,10/25/23,Before market open
HESM,1/31/24,Before market open
HESM,4/25/24,Before market open
HESM,7/31/24,Before market open
HESM,10/30/24,Before market open
HESM,1/29/25,Before market open
HESM,4/30/25,Before market open
HEXO,4/1/20,
HEXO,6/11/20,Before market open
HEXO,10/26/20,
HEXO,12/14/20,Before market open
HEXO,3/18/21,Before market open
HEXO,6/14/21,Before market open
HEXO,12/14/21,Before market open
HEXO,3/17/22,
HEXO,6/13/22,
HEXO,12/13/22,
HEXO,3/16/23,
HEXO,6/13/23,
HFBL,10/25/22,
HFBL,1/26/23,
HFBL,4/27/23,
HFBL,7/27/23,
HFBL,10/26/23,
HFBL,1/25/24,
HFBL,4/26/24,
HFBL,1/23/25,
HFBL,4/25/25,
HFC,2/20/20,Before market open
HFC,5/7/20,Before market open
HFC,8/6/20,Before market open
HFC,11/5/20,Before market open
HFC,2/24/21,Before market open
HFC,5/5/21,Before market open
HFC,8/4/21,Before market open
HFC,11/3/21,Before market open
HFC,2/23/22,Before market open
HFFG,9/26/22,
HFFG,12/28/22,
HFFG,5/8/24,Before market open
HFFG,11/14/24,
HFFG,3/13/25,
HFFG,5/12/25,After market close
HFWA,1/23/20,Before market open
HFWA,4/30/20,Before market open
HFWA,7/23/20,Before market open
HFWA,10/22/20,Before market open
HFWA,1/28/21,Before market open
HFWA,4/22/21,Before market open
HFWA,7/22/21,Before market open
HFWA,10/21/21,Before market open
HFWA,4/21/22,Before market open
HFWA,7/21/22,Before market open
HFWA,10/20/22,Before market open
HFWA,1/26/23,Before market open
HFWA,4/20/23,Before market open
HFWA,7/20/23,Before market open
HFWA,10/19/23,Before market open
HFWA,1/25/24,Before market open
HFWA,4/25/24,Before market open
HFWA,7/25/24,Before market open
HFWA,10/24/24,Before market open
HFWA,1/23/25,Before market open
HFWA,4/24/25,Before market open
HG,3/6/24,After market close
HG,5/8/24,After market close
HG,8/7/24,After market close
HG,11/6/24,After market close
HG,2/26/25,After market close
HG,5/7/25,After market close
HGAS,11/13/24,
HGAS,2/12/25,
HGAS,2/26/25,
HGAS,3/26/25,
HGBL,11/9/20,After market close
HGBL,3/8/21,After market close
HGBL,5/13/21,After market close
HGBL,8/9/21,
HGBL,11/10/21,After market close
HGBL,11/10/22,After market close
HGBL,3/9/23,After market close
HGBL,5/11/23,After market close
HGBL,8/10/23,After market close
HGBL,11/9/23,After market close
HGBL,3/14/24,After market close
HGBL,5/9/24,After market close
HGBL,8/8/24,After market close
HGBL,11/7/24,After market close
HGBL,3/13/25,After market close
HGBL,5/8/25,After market close
HGEN,11/9/20,
HGEN,3/10/21,
HGEN,8/13/21,
HGEN,11/10/21,
HGEN,8/11/22,
HGEN,11/11/22,
HGEN,3/27/23,
HGEN,6/29/23,
HGEN,8/11/23,
HGEN,11/13/23,
HGEN,11/20/23,
HGEN,11/27/23,
HGEN,12/4/23,
HGEN,12/11/23,
HGEN,12/18/23,
HGEN,12/25/23,
HGTY,11/10/22,Before market open
HGTY,3/14/23,Before market open
HGTY,5/9/23,Before market open
HGTY,8/8/23,Before market open
HGTY,11/8/23,Before market open
HGTY,3/12/24,Before market open
HGTY,5/7/24,Before market open
HGTY,8/6/24,Before market open
HGTY,11/7/24,Before market open
HGTY,3/4/25,Before market open
HGTY,5/7/25,Before market open
HGV,2/27/20,Before market open
HGV,4/30/20,Before market open
HGV,7/30/20,Before market open
HGV,10/29/20,Before market open
HGV,3/1/21,Before market open
HGV,4/29/21,Before market open
HGV,7/29/21,Before market open
HGV,11/9/21,Before market open
HGV,3/1/22,Before market open
HGV,5/9/22,Before market open
HGV,8/9/22,Before market open
HGV,11/9/22,Before market open
HGV,3/1/23,Before market open
HGV,4/27/23,Before market open
HGV,8/3/23,Before market open
HGV,11/6/23,Before market open
HGV,2/29/24,Before market open
HGV,5/9/24,Before market open
HGV,8/1/24,
HGV,11/7/24,Before market open
HGV,2/27/25,Before market open
HGV,5/1/25,Before market open
HHC,2/27/20,After market close
HHC,5/11/20,After market close
HHC,8/3/20,After market close
HHC,11/5/20,After market close
HHC,2/25/21,After market close
HHC,5/10/21,After market close
HHC,8/4/21,After market close
HHC,11/4/21,After market close
HHC,2/28/22,After market close
HHC,5/9/22,After market close
HHC,8/3/22,After market close
HHC,11/2/22,After market close
HHC,2/27/23,After market close
HHC,5/8/23,After market close
HHC,8/8/23,After market close
HHGC,11/11/22,
HHGC,3/30/23,
HHGC,11/10/23,
HHGC,6/10/24,
HHGC,8/9/24,
HHGC,11/12/24,
HHGC,11/19/24,
HHH,11/6/23,After market close
HHH,2/27/24,After market close
HHH,5/8/24,After market close
HHH,7/26/24,Before market open
HHH,11/4/24,After market close
HHH,2/26/25,After market close
HHH,5/7/25,After market close
HHLA,11/11/22,
HHLA,3/29/23,
HHLA,5/12/23,
HHLA,8/10/23,
HHLA,11/20/23,
HHR,8/27/20,Before market open
HHR,11/20/20,Before market open
HHR,3/18/21,Before market open
HHR,5/27/21,Before market open
HHR,8/16/21,Before market open
HHR,11/15/21,Before market open
HHR,3/3/23,
HHR,5/16/23,
HHR,8/21/23,
HHR,11/21/23,
HHR,11/28/23,
HHR,12/5/23,
HHR,12/12/23,
HHR,12/19/23,
HHR,12/26/23,
HHR,3/5/24,
HHR,3/12/24,
HHR,3/19/24,
HHR,3/26/24,
HHR,5/21/24,
HHR,5/28/24,
HHR,6/4/24,
HHR,6/11/24,
HHR,6/18/24,
HHR,6/25/24,
HHR,8/15/24,
HHR,8/29/24,
HHR,9/5/24,
HHR,9/12/24,
HHR,9/19/24,
HHR,9/26/24,
HHRS,3/28/23,
HHRS,11/2/23,
HHS,3/11/20,
HHS,8/13/20,
HHS,11/10/20,
HHS,2/24/22,After market close
HHS,5/12/22,After market close
HHS,8/11/22,After market close
HHS,11/10/22,After market close
HHS,3/7/23,After market close
HHS,5/2/23,After market close
HHS,8/10/23,After market close
HHS,11/9/23,After market close
HHS,3/14/24,After market close
HHS,5/9/24,After market close
HHS,8/8/24,After market close
HHS,11/14/24,After market close
HHS,3/13/25,
HHS,5/8/25,
HI,2/5/20,After market close
HI,5/6/20,After market close
HI,8/6/20,Before market open
HI,11/11/20,After market close
HI,2/3/21,After market close
HI,5/4/21,After market close
HI,8/4/21,After market close
HI,11/17/21,After market close
HI,2/2/22,After market close
HI,5/9/22,After market close
HI,8/3/22,After market close
HI,11/16/22,After market close
HI,2/8/23,After market close
HI,5/8/23,After market close
HI,8/2/23,After market close
HI,11/15/23,After market close
HI,2/5/24,After market close
HI,4/30/24,After market close
HI,8/7/24,After market close
HI,11/13/24,After market close
HI,2/5/25,After market close
HI,4/29/25,After market close
HIBB,3/20/20,Before market open
HIBB,5/26/20,Before market open
HIBB,8/28/20,Before market open
HIBB,11/20/20,Before market open
HIBB,3/5/21,Before market open
HIBB,5/28/21,Before market open
HIBB,8/27/21,Before market open
HIBB,12/3/21,Before market open
HIBB,3/4/22,Before market open
HIBB,5/27/22,Before market open
HIBB,8/25/22,Before market open
HIBB,11/29/22,Before market open
HIBB,3/3/23,
HIBB,5/26/23,
HIBB,8/24/23,
HIBB,11/21/23,Before market open
HIBB,3/1/24,
HIBB,6/5/24,Before market open
HIFS,10/12/22,
HIFS,1/19/23,
HIFS,4/13/23,
HIFS,10/13/23,
HIFS,1/18/24,
HIFS,4/11/24,
HIFS,7/12/24,
HIFS,10/11/24,
HIFS,1/17/25,
HIFS,4/11/25,
HIG,2/3/20,After market close
HIG,4/29/20,After market close
HIG,7/30/20,After market close
HIG,10/29/20,After market close
HIG,2/4/21,After market close
HIG,7/28/21,After market close
HIG,10/28/21,After market close
HIG,2/3/22,After market close
HIG,4/28/22,After market close
HIG,7/28/22,After market close
HIG,10/27/22,After market close
HIG,2/2/23,After market close
HIG,4/27/23,After market close
HIG,7/27/23,After market close
HIG,10/26/23,After market close
HIG,2/1/24,After market close
HIG,4/25/24,After market close
HIG,7/25/24,After market close
HIG,10/24/24,After market close
HIG,1/30/25,After market close
HIG,4/24/25,After market close
HIHO,10/17/22,
HIHO,2/13/23,
HIHO,6/29/23,
HIHO,9/25/23,
HIHO,10/23/23,
HII,2/13/20,Before market open
HII,5/7/20,Before market open
HII,8/6/20,Before market open
HII,11/5/20,Before market open
HII,5/6/21,Before market open
HII,8/5/21,Before market open
HII,11/4/21,Before market open
HII,5/5/22,Before market open
HII,8/4/22,Before market open
HII,11/3/22,Before market open
HII,2/9/23,Before market open
HII,5/4/23,Before market open
HII,8/3/23,Before market open
HII,11/2/23,Before market open
HII,2/1/24,Before market open
HII,5/2/24,Before market open
HII,8/1/24,Before market open
HII,10/31/24,Before market open
HII,2/6/25,Before market open
HII,5/1/25,Before market open
HIIQ,3/3/20,After market close
HILS,11/10/22,
HILS,3/27/23,
HILS,5/22/23,
HILS,8/10/23,
HIMS,3/18/21,After market close
HIMS,8/11/21,After market close
HIMS,11/10/21,After market close
HIMS,2/22/22,After market close
HIMS,5/9/22,After market close
HIMS,8/8/22,After market close
HIMS,11/7/22,After market close
HIMS,2/27/23,After market close
HIMS,5/8/23,After market close
HIMS,8/7/23,After market close
HIMS,11/6/23,After market close
HIMS,2/26/24,After market close
HIMS,5/6/24,After market close
HIMS,8/5/24,After market close
HIMS,11/4/24,After market close
HIMS,2/24/25,After market close
